Date,Open,High,Low,Close,Adj Close,Volume
2018-12-03,118.639999,118.690002,117.540001,118.519997,115.903366,4290100
2018-12-04,118.650002,119.839996,116.320000,116.519997,113.947517,5676600
2018-12-06,115.320000,115.989998,112.980003,115.839996,113.282532,5064400
2018-12-07,115.529999,115.779999,112.769997,113.580002,111.072441,4128100
2018-12-10,113.599998,114.650002,111.019997,114.089996,111.571167,3832600
2018-12-11,114.839996,115.620003,113.919998,114.500000,111.972130,3806800
2018-12-12,115.480003,115.739998,114.269997,114.339996,111.815651,3758800
2018-12-13,114.620003,115.150002,113.839996,114.860001,112.324173,3609900
2018-12-14,114.290001,114.580002,111.239998,111.930000,109.458870,5306100
2018-12-17,111.209999,111.300003,107.720001,108.360001,105.967682,6121700
2018-12-18,109.430000,109.660004,105.669998,106.500000,104.148743,6864400
2018-12-19,111.540001,111.540001,107.699997,109.110001,106.701126,8362800
2018-12-20,109.099998,110.160004,108.120003,109.290001,106.877151,8362300
2018-12-21,109.290001,111.510002,108.680000,109.419998,107.004272,13154500
2018-12-24,109.349998,109.410004,106.629997,106.750000,104.393227,3284000
2018-12-26,106.760002,111.089996,106.430000,111.089996,108.637405,3792400
2018-12-27,110.239998,112.900002,108.730003,112.889999,110.397659,4101600
2018-12-28,113.400002,115.089996,112.589996,114.199997,111.678741,3984000
2018-12-31,114.339996,115.849998,114.239998,115.720001,113.165184,2731000
2019-01-02,114.790001,115.430000,112.750000,114.879997,112.343727,4247100
2019-01-03,114.720001,114.739998,111.099998,111.309998,108.852554,4203300
2019-01-04,112.209999,114.839996,111.739998,114.660004,112.128593,5795200
2019-01-07,112.370003,116.440002,112.050003,115.279999,112.734894,7749600
2019-01-08,115.690002,116.419998,114.519997,116.339996,113.771500,3428900
2019-01-09,116.370003,118.220001,116.220001,117.209999,114.622299,5820100
2019-01-10,117.089996,117.220001,114.970001,115.940002,113.380325,4282300
2019-01-11,115.269997,116.209999,115.099998,116.180000,113.615036,2648800
2019-01-14,115.199997,115.250000,114.330002,114.680000,112.148148,4404600
2019-01-15,113.910004,118.220001,113.400002,117.089996,114.504944,5097700
2019-01-16,116.989998,118.070000,116.480003,116.800003,114.221352,2920600
2019-01-17,116.809998,119.199997,116.550003,119.160004,116.529243,4401900
2019-01-18,115.580002,116.900002,115.019997,116.589996,114.015976,8887000
2019-01-22,115.690002,117.110001,115.690002,117.089996,114.504944,4377500
2019-01-23,117.110001,118.900002,116.919998,118.790001,116.167412,4012100
2019-01-24,118.220001,118.220001,114.199997,114.989998,112.451294,6946200
2019-01-25,115.339996,115.349998,114.040001,114.970001,112.431747,4599100
2019-01-28,114.720001,115.110001,113.540001,115.029999,112.490417,3590900
2019-01-29,114.389999,115.949997,113.910004,115.709999,113.155411,3767400
2019-01-30,115.529999,117.080002,115.529999,116.940002,114.358261,4362900
2019-01-31,116.940002,120.139999,116.730003,119.860001,117.213776,5746100
2019-02-01,120.320000,120.989998,119.129997,120.889999,118.221046,4171500
2019-02-04,121.209999,121.839996,118.690002,120.169998,117.516937,4518400
2019-02-05,120.720001,121.739998,120.400002,120.430000,117.771210,8832400
2019-02-06,118.669998,120.820000,117.739998,119.269997,116.636803,7421000
2019-02-07,119.000000,119.330002,116.860001,117.500000,114.905891,7935000
2019-02-08,117.730003,121.430000,117.449997,119.599998,116.959526,16195100
2019-02-11,119.199997,119.940002,117.040001,118.010002,115.404640,7203100
2019-02-12,117.760002,119.900002,117.500000,119.489998,116.851952,6975500
2019-02-13,119.599998,120.279999,118.110001,119.650002,117.008423,12738600
2019-02-14,118.940002,121.250000,118.800003,120.750000,118.724136,17847000
2019-02-15,121.180000,122.480003,120.400002,122.480003,120.425125,10366400
2019-02-19,121.309998,123.330002,121.300003,122.129997,120.080986,17861300
2019-02-20,122.379997,123.050003,121.610001,122.660004,120.602104,19880300
2019-02-21,122.059998,123.760002,121.800003,122.720001,120.661095,20798700
2019-02-22,122.730003,124.739998,122.650002,124.000000,121.919617,19574000
2019-02-25,124.099998,124.669998,123.470001,123.889999,121.811462,13682400
2019-02-26,123.860001,125.160004,123.320000,124.669998,122.578369,20790900
2019-02-27,124.489998,126.480003,124.080002,125.680000,123.571426,32135600
2019-02-28,125.519997,127.769997,125.199997,126.290001,124.171196,36023600
2019-03-01,127.250000,129.419998,126.580002,128.839996,126.678413,43290900
2019-03-04,130.509995,130.509995,125.339996,127.459999,125.321571,59468600
2019-03-05,128.399994,128.869995,126.720001,128.490005,126.334297,53212600
2019-03-06,128.750000,128.789993,125.389999,126.680000,124.554649,74822500
2019-03-07,126.410004,127.190002,125.129997,126.339996,124.220360,60615600
2019-03-08,126.370003,126.980003,125.250000,126.699997,124.574318,50169800
2019-03-11,122.800003,124.910004,122.510002,123.500000,121.428001,61771200
2019-03-12,123.500000,124.019997,122.680000,123.500000,121.428001,8077600
2019-03-13,124.599998,130.750000,123.160004,124.309998,122.224419,68139300
2019-03-14,124.980003,124.980003,122.510002,123.080002,121.015053,42768700
2019-03-15,123.099998,124.160004,121.959999,123.940002,121.860626,47331000
2019-03-18,123.989998,125.349998,123.500000,125.239998,123.138809,16052200
2019-03-19,125.260002,126.650002,125.139999,126.589996,124.466156,13726300
2019-03-20,127.540001,129.100006,126.830002,128.160004,126.009827,7520700
2019-03-21,126.879997,128.979996,126.639999,128.309998,126.157303,5704300
2019-03-22,128.729996,129.479996,127.430000,128.300003,126.147484,15332900
2019-03-25,128.610001,130.580002,128.410004,129.869995,127.691132,5972800
2019-03-26,130.240005,132.130005,129.699997,131.020004,128.821838,5872900
2019-03-27,130.960007,131.559998,128.520004,128.770004,126.609581,7675100
2019-03-28,129.339996,129.899994,128.869995,128.949997,126.786568,6112900
2019-03-29,129.009995,129.940002,128.979996,129.759995,127.582985,5729100
2019-04-01,130.710007,131.350006,129.050003,129.050003,126.884895,5132300
2019-04-02,129.039993,129.570007,128.240005,129.320007,127.150360,3214600
2019-04-03,129.110001,129.250000,126.839996,127.050003,124.918449,4425300
2019-04-04,127.339996,127.349998,124.610001,125.610001,123.502609,5539800
2019-04-05,126.489998,127.010002,125.610001,126.989998,124.859451,4656400
2019-04-08,126.500000,127.279999,126.089996,127.160004,125.026604,3430900
2019-04-09,126.760002,128.119995,126.599998,127.239998,125.105263,4215600
2019-04-10,127.559998,127.970001,126.930000,127.190002,125.056099,4227100
2019-04-11,126.860001,127.320000,124.510002,125.150002,123.050331,5520700
2019-04-12,125.239998,125.239998,123.019997,123.059998,120.995384,5470400
2019-04-15,123.769997,124.349998,123.160004,124.080002,121.998276,4549100
2019-04-16,124.930000,124.930000,119.790001,119.959999,117.947395,6573400
2019-04-17,120.000000,120.059998,115.889999,116.500000,114.545448,14842800
2019-04-18,116.230003,116.650002,114.139999,115.199997,113.267250,9805800
2019-04-22,115.040001,115.570000,113.650002,115.470001,113.532730,7519700
2019-04-23,116.040001,117.889999,115.430000,117.489998,115.518837,5891500
2019-04-24,118.290001,118.430000,117.230003,118.000000,116.020279,4254100
2019-04-25,117.750000,118.680000,116.750000,118.230003,116.246422,3425000
2019-04-26,118.830002,119.919998,118.669998,119.870003,117.858910,3372500
2019-04-29,119.900002,120.010002,119.250000,119.599998,117.593430,4097200
2019-04-30,116.610001,117.139999,114.910004,117.040001,115.076385,7548300
2019-05-01,117.050003,119.529999,116.559998,118.180000,116.197258,5392100
2019-05-02,118.440002,118.570000,116.860001,118.459999,116.472565,4168800
2019-05-03,118.440002,118.440002,116.540001,116.910004,114.948570,5695500
2019-05-06,115.820000,117.080002,115.300003,116.650002,114.692932,5952100
2019-05-07,116.300003,116.489998,114.459999,114.940002,113.011627,5127200
2019-05-08,115.849998,116.889999,115.230003,116.250000,114.299644,2992600
2019-05-09,115.860001,116.150002,114.779999,115.800003,113.857201,5818900
2019-05-10,115.629997,116.320000,114.220001,116.220001,114.270149,3660500
2019-05-13,114.860001,115.190002,113.870003,114.370003,112.451187,4284600
2019-05-14,114.730003,115.529999,114.529999,114.940002,113.011627,3668400
2019-05-15,115.250000,115.839996,114.320000,115.620003,113.680214,3724400
2019-05-16,114.570000,117.680000,114.570000,116.730003,115.415451,3913000
2019-05-17,115.699997,116.650002,115.220001,116.010002,114.703560,3109800
2019-05-20,115.870003,116.300003,115.000000,116.230003,114.921082,3042800
2019-05-21,117.040001,117.790001,116.529999,116.580002,115.267143,2611100
2019-05-22,116.120003,118.389999,116.120003,117.980003,116.651375,3934200
2019-05-23,117.760002,117.959999,116.480003,116.809998,115.494545,3653500
2019-05-24,117.529999,117.550003,116.449997,116.790001,115.474770,2086400
2019-05-28,117.089996,118.410004,115.699997,115.760002,114.456367,5007200
2019-05-29,115.610001,115.800003,114.430000,115.489998,114.189415,5915800
2019-05-30,115.489998,116.300003,114.959999,115.900002,114.594803,2392800
2019-05-31,115.339996,117.580002,114.989998,115.940002,114.634354,6098400
2019-06-03,116.529999,117.720001,116.040001,116.769997,115.454994,4722000
2019-06-04,118.080002,118.930000,117.410004,117.559998,116.236099,3122700
2019-06-05,118.029999,118.379997,116.529999,117.019997,115.702179,4175800
2019-06-06,117.519997,118.940002,117.269997,117.500000,116.176773,3882800
2019-06-07,118.190002,118.940002,117.889999,118.349998,117.017204,2726300
2019-06-10,116.000000,116.000000,113.879997,113.930000,112.646980,8172400
2019-06-11,114.779999,115.589996,111.849998,112.209999,110.946350,5681200
2019-06-12,112.500000,115.500000,112.500000,115.239998,113.942223,3793800
2019-06-13,115.400002,115.400002,110.610001,111.820000,110.560745,8477300
2019-06-14,112.129997,112.250000,111.010002,111.739998,110.481644,3188100
2019-06-17,111.639999,113.419998,111.339996,113.400002,112.122948,3032300
2019-06-18,113.650002,114.830002,113.220001,114.650002,113.358871,2868700
2019-06-19,115.019997,115.989998,114.339996,115.230003,113.932343,3320600
2019-06-20,116.349998,117.070000,115.260002,115.559998,114.258621,2840100
2019-06-21,115.739998,115.930000,114.809998,115.489998,114.189415,4024600
2019-06-24,115.080002,116.150002,114.709999,115.629997,114.327835,2570500
2019-06-25,115.510002,116.830002,115.169998,115.360001,114.060875,2110100
2019-06-26,114.809998,114.949997,110.620003,111.339996,110.086143,4677500
2019-06-27,111.739998,112.209999,111.160004,111.470001,110.214684,3615900
2019-06-28,111.800003,111.830002,110.019997,110.790001,109.542343,8958700
2019-07-01,111.309998,112.839996,110.639999,112.739998,111.470383,3236400
2019-07-02,112.820000,114.209999,112.400002,114.199997,112.913940,2343400
2019-07-03,114.870003,115.470001,113.779999,114.419998,113.131462,3707700
2019-07-05,114.050003,114.370003,112.550003,112.820000,111.549477,2444000
2019-07-08,112.470001,112.790001,110.910004,111.519997,110.264122,2998700
2019-07-09,111.849998,113.360001,111.849998,113.080002,111.806549,2717700
2019-07-10,113.269997,114.650002,112.669998,114.529999,113.240219,3339100
2019-07-11,111.529999,112.239998,109.099998,109.820000,108.583267,6589600
2019-07-12,109.470001,109.470001,105.150002,108.290001,107.070496,7211100
2019-07-15,108.300003,109.160004,107.589996,108.470001,107.248474,4405200
2019-07-16,109.000000,109.190002,107.970001,108.820000,107.594521,2206500
2019-07-17,109.349998,109.650002,107.080002,107.089996,105.884003,3507300
2019-07-18,107.830002,108.480003,107.239998,108.339996,107.119926,3232900
2019-07-19,108.500000,108.519997,106.580002,106.790001,105.587387,4820600
2019-07-22,106.919998,107.360001,105.870003,107.269997,106.061981,2894400
2019-07-23,107.500000,109.400002,106.059998,108.220001,107.001282,5098200
2019-07-24,108.349998,109.660004,107.160004,108.519997,107.297897,3762700
2019-07-25,108.570000,110.379997,107.680000,107.820000,106.605789,4596700
2019-07-26,107.919998,109.230003,107.540001,108.269997,107.050720,3470700
2019-07-29,108.070000,110.239998,108.070000,108.720001,107.495651,3192500
2019-07-30,108.300003,110.019997,107.000000,108.690002,107.465996,4664200
2019-07-31,108.059998,110.709999,107.610001,108.949997,107.723061,5535700
2019-08-01,109.019997,110.739998,108.309998,110.510002,109.265503,3679000
2019-08-02,110.959999,113.269997,110.190002,112.419998,111.153984,4477700
2019-08-05,111.379997,112.489998,107.440002,108.709999,107.485764,4765800
2019-08-06,109.470001,112.120003,109.040001,111.400002,110.145470,5490000
2019-08-07,110.370003,111.379997,108.529999,111.120003,109.868622,4231700
2019-08-08,111.959999,114.540001,111.639999,113.970001,112.686531,4815900
2019-08-09,113.239998,114.550003,112.349998,113.769997,112.488777,2788100
2019-08-12,112.900002,114.059998,112.290001,113.599998,112.320694,2318400
2019-08-13,113.529999,116.139999,113.430000,115.699997,114.397041,5247200
2019-08-14,114.860001,114.870003,110.220001,110.290001,109.659294,4937900
2019-08-15,110.419998,111.309998,109.209999,110.230003,109.599640,3939900
2019-08-16,110.940002,111.330002,109.290001,110.519997,109.887978,3497600
2019-08-19,111.050003,112.940002,110.790001,112.529999,111.886482,2903500
2019-08-20,112.330002,112.879997,110.910004,111.010002,110.375183,2074800
2019-08-21,112.000000,112.440002,110.000000,111.459999,110.822609,2207300
2019-08-22,111.440002,112.269997,110.790001,111.610001,110.971748,1840200
2019-08-23,111.459999,112.559998,108.879997,109.510002,108.883759,3870100
2019-08-26,110.610001,111.820000,110.250000,111.779999,111.140778,2565500
2019-08-27,112.309998,112.879997,110.730003,110.730003,110.096786,2945200
2019-08-28,110.330002,111.540001,109.790001,110.970001,110.335411,1744400
2019-08-29,111.809998,112.379997,110.599998,112.250000,111.608086,2708600
